state,SHELDED,FSSLTDED,HWGT,FSSTDDE2,FSTOTDED,FSTANF,FSASSET,FSUNEARN,FSUSIZE,TANF_IND,CERTHHSZ,FSSSI,FSNONCIT,TPOV,RAWNET
West Virginia,16,16,2238,176,185,0,0,1061,1,0,1,0,0,106,876
West Virginia,535,290,2640,130,569,0,0,0,5,0,5,0,0,17,0
West Virginia,89,89,2165,240,415,0,0,241,2,0,2,0,0,79,657
West Virginia,0,0,1054,199,608,0,0,0,5,0,5,0,0,85,1440
West Virginia,369,369,2565,240,529,0,0,822,1,0,1,0,0,82,293
West Virginia,0,0,2238,160,160,0,0,1712,1,0,1,0,0,170,1552
West Virginia,414,414,2867,0,574,155,0,257,3,1,3,0,0,15,0
West Virginia,0,0,1655,160,257,0,0,1720,2,0,2,0,0,127,1463
West Virginia,462,462,2888,0,626,0,0,0,1,0,1,0,0,2,0
West Virginia,0,0,2888,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,1805,160,160,0,0,1144,2,0,2,400,0,84,985
West Virginia,0,0,1296,170,170,0,0,1520,4,0,4,1116,0,74,1350
West Virginia,0,0,2863,160,194,0,0,50,2,0,2,0,0,16,26
West Virginia,18,18,1909,178,440,0,0,0,3,0,3,0,0,77,870
West Virginia,535,535,2888,78,695,0,0,610,1,0,1,0,0,61,0
West Virginia,409,331,1949,240,491,0,0,1324,3,0,3,0,0,78,756
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,535,535,3219,218,866,0,0,0,3,0,3,0,0,50,0
West Virginia,0,462,2539,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,505,200,2169,240,360,0,0,770,1,0,1,293,0,77,610
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,293,293,2247,240,464,0,0,728,1,0,1,728,0,78,320
West Virginia,0,0,1878,160,160,0,0,1550,2,0,2,0,0,114,1391
West Virginia,230,230,2007,240,416,0,0,1163,1,0,1,0,0,116,747
West Virginia,152,0,1926,160,411,0,0,223,2,0,2,0,0,109,917
West Virginia,669,593,2347,240,1133,0,0,1345,1,0,1,0,0,134,136
West Virginia,0,0,1939,228,873,0,0,0,6,0,6,0,0,117,2352
West Virginia,251,251,2073,240,411,0,0,927,1,0,1,0,0,92,517
West Virginia,377,377,2735,255,810,0,0,336,4,0,4,0,0,81,844
West Virginia,576,576,2993,240,736,0,0,983,3,0,3,308,0,58,248
West Virginia,114,10,2082,170,261,0,0,1156,2,0,2,0,0,85,791
West Virginia,457,457,2419,240,617,0,0,750,1,0,1,750,0,75,133
West Virginia,332,167,2157,240,327,0,0,750,1,0,1,750,0,75,258
West Virginia,262,262,2223,240,422,0,0,770,1,0,1,275,0,77,348
West Virginia,191,191,2220,240,351,0,0,702,1,0,1,0,0,70,351
West Virginia,0,0,2007,160,160,0,0,1003,1,0,1,0,0,100,843
West Virginia,167,167,2157,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,209,167,2157,240,327,0,0,750,1,0,1,750,0,75,381
West Virginia,417,417,2383,240,577,0,0,750,1,0,1,750,0,75,173
West Virginia,517,517,2455,240,677,0,0,770,1,0,1,588,0,77,93
West Virginia,98,0,2007,160,160,0,0,1151,1,0,1,0,0,115,893
West Virginia,0,0,3219,0,160,0,0,0,3,0,3,0,0,0,0
West Virginia,343,118,2025,240,278,0,0,848,1,0,1,0,0,84,570
West Virginia,327,327,2244,240,487,0,0,811,1,0,1,0,0,81,325
West Virginia,53,52,2525,212,456,0,0,0,3,0,3,0,0,72,766
West Virginia,0,0,2187,160,160,0,0,549,1,0,1,0,0,55,389
West Virginia,0,0,2961,199,311,0,0,600,5,0,5,0,0,48,850
West Virginia,205,205,2939,240,533,0,0,0,3,0,3,0,0,49,308
West Virginia,7,7,2007,167,603,0,0,1506,1,0,1,0,0,150,903
West Virginia,0,0,4221,0,228,0,0,0,7,0,7,0,0,0,0
West Virginia,289,290,2007,240,465,0,0,1182,1,0,1,0,0,118,718
West Virginia,167,167,2157,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,422,422,3499,0,592,0,0,250,4,0,4,0,0,12,0
West Virginia,432,432,2395,240,592,0,0,750,1,0,1,750,0,75,158
West Virginia,535,535,2377,160,913,0,0,0,1,0,1,0,0,109,178
West Virginia,0,0,2058,160,160,0,0,692,1,0,1,0,0,69,532
West Virginia,0,0,1878,160,160,0,0,1942,2,0,2,0,0,143,1782
West Virginia,0,0,2001,160,160,0,0,1145,2,0,2,126,0,85,985
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,434,434,2891,138,716,0,0,0,2,0,2,0,0,45,0
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2188,170,170,0,0,1623,4,0,4,0,0,79,1453
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2007,160,160,0,0,1245,1,0,1,0,0,124,1085
West Virginia,167,167,2157,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,257,157,2130,240,317,0,0,770,1,0,1,519,0,77,353
West Virginia,331,290,2205,240,450,0,0,817,1,0,1,750,0,81,367
West Virginia,89,89,2296,240,249,0,0,906,2,0,2,0,0,67,657
West Virginia,192,192,2182,240,352,0,0,1500,3,0,3,1500,0,88,1148
West Virginia,462,462,2539,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2891,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,0,0,2281,160,459,0,0,0,3,0,3,0,0,88,1039
West Virginia,177,177,3460,255,444,0,0,0,4,0,4,0,0,24,0
West Virginia,268,268,2229,240,428,0,0,770,1,0,1,634,0,77,342
West Virginia,0,0,2007,160,355,0,0,1803,1,0,1,0,0,179,1448
West Virginia,667,667,2539,163,827,0,0,750,1,0,1,750,0,75,0
West Virginia,317,317,2395,240,489,0,0,648,1,0,1,0,0,64,160
West Virginia,225,167,2157,240,327,0,0,750,1,0,1,750,0,75,365
West Virginia,535,535,2539,0,770,0,0,0,1,0,1,0,0,38,0
West Virginia,0,0,2539,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,3219,87,160,0,0,87,3,0,3,0,0,5,0
West Virginia,0,0,2627,170,453,0,0,0,4,0,4,0,0,69,965
West Virginia,92,92,2377,240,389,0,0,0,3,0,3,0,0,40,297
West Virginia,144,113,2476,240,273,0,0,858,1,0,1,0,0,85,554
West Virginia,167,167,2232,240,327,0,0,750,1,0,1,15,0,75,423
West Virginia,228,228,2287,240,388,0,0,750,2,0,2,750,0,55,590
West Virginia,0,0,3423,160,236,0,0,1814,2,0,2,0,0,134,1578
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,540,535,1644,194,875,0,0,0,1,0,1,0,0,90,442
West Virginia,473,473,2312,240,855,0,0,0,3,0,3,0,0,65,255
West Virginia,470,0,3423,160,607,0,0,288,2,0,2,0,0,186,1916
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,562,535,1929,0,759,0,0,0,3,0,3,0,0,19,0
West Virginia,0,0,3473,160,160,0,0,1191,3,0,3,0,0,70,1031
West Virginia,817,535,1929,15,695,0,0,550,3,0,3,0,0,32,0
West Virginia,174,196,2432,240,457,0,0,284,3,0,3,0,0,47,335
West Virginia,367,367,2725,240,619,0,0,811,2,0,2,0,0,94,654
West Virginia,0,0,2765,160,454,0,0,0,2,0,2,0,0,84,682
West Virginia,462,462,1599,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,417,417,1744,0,577,331,0,331,2,1,2,0,0,24,0
West Virginia,0,0,2481,160,160,0,0,1492,1,0,1,0,0,148,1332
West Virginia,279,279,2097,240,439,0,0,770,1,0,1,17,0,77,331
West Virginia,303,303,2033,240,463,0,0,750,1,0,1,750,0,75,287
West Virginia,80,80,1599,200,240,0,0,200,1,0,1,0,0,20,0
West Virginia,507,507,2182,240,667,0,0,1054,1,0,1,0,0,105,387
West Virginia,55,55,2401,215,215,0,0,750,1,0,1,750,0,75,535
West Virginia,812,535,2193,0,705,0,0,0,4,0,4,0,0,0,0
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,330,330,1599,175,490,0,0,425,1,0,1,425,0,42,0
West Virginia,25,25,1744,0,185,0,0,0,2,0,2,0,0,0,0
West Virginia,215,215,4764,299,890,0,0,0,5,0,5,0,0,99,1490
West Virginia,462,462,1599,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,4215,160,582,0,0,0,3,0,3,0,0,124,1530
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,167,167,2232,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,637,462,1744,0,622,0,0,0,2,0,2,0,0,0,0
West Virginia,505,505,1614,240,665,0,0,675,1,0,1,675,0,67,11
West Virginia,453,267,1929,240,427,0,0,550,2,0,2,0,0,41,0
West Virginia,245,245,2147,240,405,0,0,770,1,0,1,522,0,77,365
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,77,78,5376,277,821,0,0,0,5,0,5,0,0,113,1899
West Virginia,222,184,2157,240,344,0,0,717,1,0,1,0,0,71,335
West Virginia,535,535,2491,230,993,0,0,0,2,0,2,0,0,110,499
West Virginia,126,126,2232,240,328,0,0,750,1,0,1,750,0,75,422
West Virginia,215,215,2018,240,375,0,0,655,1,0,1,0,0,65,281
West Virginia,0,0,1744,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,362,362,1929,79,522,0,0,361,3,0,3,0,0,21,0
West Virginia,912,912,1599,0,1072,0,0,0,1,0,1,0,0,0,0
West Virginia,367,367,1933,240,527,0,0,750,1,0,1,750,0,75,223
West Virginia,0,0,2481,160,160,0,0,1254,1,0,1,0,0,125,1094
West Virginia,271,271,2078,240,431,0,0,750,1,0,1,750,0,75,319
West Virginia,127,127,1599,160,338,0,0,0,1,0,1,0,0,26,0
West Virginia,535,535,1599,0,695,0,0,0,1,0,1,0,0,0,0
West Virginia,11,11,2436,171,171,0,0,728,1,0,1,145,0,72,557
West Virginia,0,0,1929,0,160,0,0,0,3,0,3,0,0,0,0
West Virginia,0,0,1744,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,281,167,2232,240,327,0,0,750,1,0,1,750,0,75,309
West Virginia,361,361,2088,240,521,0,0,750,2,0,2,750,0,55,229
West Virginia,762,762,2193,93,932,0,0,770,4,0,4,435,0,38,65
West Virginia,567,567,1964,240,727,0,0,750,3,0,3,750,0,44,23
West Virginia,743,535,1599,0,695,0,0,0,1,0,1,0,0,0,0
West Virginia,420,420,2147,240,580,0,0,945,1,0,1,0,0,94,366
West Virginia,767,767,1599,63,927,0,0,750,1,0,1,750,0,75,0
West Virginia,0,0,1929,11,160,0,0,11,3,0,3,0,0,1,0
West Virginia,0,0,2481,160,160,0,0,770,1,0,1,70,0,77,610
West Virginia,261,261,1814,240,421,0,0,563,1,0,1,563,0,56,142
West Virginia,280,279,2775,240,439,0,0,1126,2,0,2,1126,0,83,686
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,157,157,2277,240,317,0,0,770,1,0,1,565,0,77,453
West Virginia,720,462,1599,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,1599,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,462,462,1599,0,692,0,0,0,1,0,1,0,0,10,0
West Virginia,387,387,1744,4,547,0,0,311,2,0,2,0,0,23,0
West Virginia,0,0,2871,199,199,0,0,420,5,0,5,0,0,18,221
West Virginia,455,455,1689,240,615,0,0,675,1,0,1,675,0,67,61
West Virginia,439,439,1599,0,650,0,0,0,1,0,1,0,0,26,0
West Virginia,462,462,1599,0,670,0,0,0,1,0,1,0,0,4,0
West Virginia,503,503,2252,255,742,0,0,1157,4,0,4,0,0,56,415
West Virginia,212,212,2418,240,471,0,0,1144,1,0,1,0,0,114,674
West Virginia,398,398,3239,0,558,0,0,288,1,0,1,0,0,29,0
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,261,262,2439,240,634,0,0,1147,2,0,2,0,0,85,515
West Virginia,0,0,2832,28,170,0,0,28,4,0,4,0,0,1,0
West Virginia,74,74,3239,7,234,0,0,54,1,0,1,0,0,5,0
West Virginia,0,0,229,199,684,0,0,0,5,0,5,0,0,101,1741
West Virginia,349,350,1590,240,902,0,0,2131,2,0,2,0,0,157,1230
West Virginia,367,367,2928,240,527,0,0,750,1,0,1,750,0,75,223
West Virginia,0,312,3239,228,512,0,0,300,1,0,1,0,0,50,0
West Virginia,299,299,2745,240,459,0,0,750,2,0,2,750,0,55,291
West Virginia,357,357,2887,240,517,0,0,770,1,0,1,8,0,77,253
West Virginia,0,0,2418,160,160,0,0,860,1,0,1,0,0,86,700
West Virginia,0,0,3153,5,160,0,0,5,2,0,2,0,0,1,0
West Virginia,0,0,1590,160,160,0,0,1553,2,0,2,0,0,115,1393
West Virginia,322,322,2418,240,640,0,0,1496,1,0,1,0,0,149,857
West Virginia,0,0,2418,160,254,0,0,1883,1,0,1,0,0,187,1629
West Virginia,399,399,1859,240,559,0,0,1487,2,0,2,1487,0,110,928
West Virginia,804,535,2357,160,907,0,0,328,3,0,3,0,0,82,481
West Virginia,552,535,3053,223,695,0,0,826,1,0,1,0,0,82,131
West Virginia,188,188,2193,240,348,288,0,1038,2,1,2,750,0,77,690
West Virginia,512,512,2560,0,711,0,0,300,5,0,5,0,0,13,0
West Virginia,96,96,2733,240,373,0,0,0,3,0,3,0,0,34,213
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,1757,160,160,288,0,1163,2,1,2,750,0,86,1003
West Virginia,285,948,3153,0,1108,0,0,0,2,0,2,0,0,0,0
West Virginia,179,179,2418,240,339,0,0,1293,1,0,1,0,0,129,955
West Virginia,220,220,2086,240,380,0,0,1145,2,0,2,1062,0,85,766
West Virginia,246,246,229,342,474,0,0,2560,6,0,6,0,0,93,2086
West Virginia,606,606,229,342,1113,0,0,1124,8,0,8,750,0,73,1406
West Virginia,433,433,1403,255,820,0,0,759,4,0,4,0,0,90,1026
West Virginia,907,535,2560,75,886,0,0,0,5,0,5,0,0,32,0
West Virginia,313,313,1657,240,837,0,0,0,3,0,3,0,0,107,986
West Virginia,494,488,2276,240,648,0,0,1276,2,0,2,0,0,94,622
West Virginia,535,535,2558,170,705,0,0,900,4,0,4,0,0,44,205
West Virginia,533,533,2924,240,693,0,0,918,1,0,1,0,0,91,225
West Virginia,105,105,2562,240,265,0,0,750,1,0,1,750,0,75,485
West Virginia,0,0,1661,160,380,0,0,260,3,0,3,0,0,80,982
West Virginia,348,228,2044,240,683,0,0,0,2,0,2,0,0,109,795
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,487,452,2418,240,711,0,0,1740,1,0,1,0,0,173,994
West Virginia,386,386,2081,240,874,0,0,0,2,0,2,0,0,121,767
West Virginia,0,0,229,199,769,0,0,0,5,0,5,0,0,119,2083
West Virginia,157,157,2608,240,317,0,0,770,1,0,1,14,0,77,453
West Virginia,0,0,1652,160,447,0,0,0,3,0,3,0,0,84,990
West Virginia,293,293,1357,255,812,0,0,435,4,0,4,0,0,91,1058
West Virginia,442,442,2751,240,602,0,0,800,3,0,3,0,0,47,198
West Virginia,0,0,494,170,476,0,0,621,4,0,4,0,0,105,1676
West Virginia,169,23,1961,183,183,288,0,1038,2,1,2,750,0,77,709
West Virginia,278,278,1454,255,819,0,0,300,4,0,4,0,0,88,989
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,288,288,2645,240,448,0,0,874,1,0,1,0,0,87,426
West Virginia,26,0,2418,160,160,0,0,1252,1,0,1,0,0,125,1066
West Virginia,0,0,747,199,199,0,0,1500,5,0,5,1500,0,63,1301
West Virginia,111,111,1734,299,310,0,0,902,5,0,5,0,0,38,593
West Virginia,0,0,1590,160,437,0,0,2080,2,0,2,0,0,154,1643
West Virginia,453,453,2729,240,613,0,0,979,1,0,1,0,0,97,367
West Virginia,80,77,2418,237,237,0,0,930,1,0,1,0,0,93,690
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,116,116,2437,240,375,0,0,951,1,0,1,0,0,95,576
West Virginia,557,157,2608,240,317,0,0,770,1,0,1,156,0,77,53
West Virginia,0,0,1849,160,433,0,0,0,2,0,2,0,0,101,935
West Virginia,167,167,2650,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,597,535,2832,0,805,0,0,0,4,0,4,0,0,24,0
West Virginia,0,0,3239,100,160,0,0,100,1,0,1,0,0,10,0
West Virginia,535,535,2374,160,746,0,0,1048,2,0,2,0,0,96,557
West Virginia,0,0,3239,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2048,160,160,0,0,1756,2,0,2,0,0,130,1596
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,100,1955,50,260,0,0,100,1,0,1,0,0,10,0
West Virginia,33,33,1847,193,193,0,0,695,1,0,1,0,0,69,503
West Virginia,266,266,2212,240,622,0,0,0,2,0,2,0,0,73,361
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,136,137,2671,255,744,0,0,77,4,0,4,0,0,96,1230
West Virginia,170,170,2386,240,630,0,0,205,3,0,3,0,0,100,1078
West Virginia,181,157,1858,240,317,0,0,770,1,0,1,170,0,77,429
West Virginia,542,542,2279,240,702,0,0,750,2,0,2,750,0,55,48
West Virginia,0,0,2902,170,170,0,0,330,4,0,4,0,0,16,160
West Virginia,736,535,3152,199,734,0,0,1152,5,0,5,0,0,48,418
West Virginia,295,295,1887,240,455,0,0,770,1,0,1,225,0,77,315
West Virginia,0,0,1828,160,160,0,0,770,1,0,1,135,0,77,610
West Virginia,0,0,1828,160,160,0,0,1121,1,0,1,0,0,112,960
West Virginia,0,0,1955,8,162,0,0,0,1,0,1,0,0,1,0
West Virginia,378,378,2137,240,538,0,0,1248,2,0,2,0,0,92,711
West Virginia,0,0,1828,160,488,0,0,0,1,0,1,0,0,163,1155
West Virginia,271,271,2438,240,747,0,0,0,3,0,3,0,0,93,836
West Virginia,611,611,1955,239,771,0,0,770,1,0,1,422,0,77,0
West Virginia,0,0,2936,0,170,0,0,0,4,0,4,0,0,0,0
West Virginia,325,325,1898,240,485,0,0,750,1,0,1,750,0,75,265
West Virginia,346,346,2424,240,858,0,0,0,3,0,3,0,0,103,902
West Virginia,39,39,2048,199,555,0,0,593,2,0,2,593,0,175,1819
West Virginia,494,494,2936,0,664,0,0,0,4,0,4,0,0,0,0
West Virginia,554,535,1955,0,796,0,0,0,1,0,1,0,0,51,0
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,195,167,2199,240,327,0,0,750,2,0,2,750,0,55,590
West Virginia,0,0,2048,160,160,288,0,1526,2,1,2,1238,0,113,1366
West Virginia,309,309,3242,295,508,0,0,505,5,0,5,0,0,21,0
West Virginia,196,196,2472,240,356,0,0,1033,3,0,3,270,0,61,678
West Virginia,535,535,2791,170,1048,0,0,0,4,0,4,0,0,84,671
West Virginia,278,278,1865,240,438,0,0,856,1,0,1,0,0,85,418
West Virginia,0,0,2159,160,160,0,0,770,2,0,2,279,0,57,610
West Virginia,259,259,1828,240,419,0,0,1062,1,0,1,0,0,106,643
West Virginia,304,304,1881,240,464,0,0,808,1,0,1,750,0,80,345
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,324,324,2290,216,484,0,0,460,2,0,2,0,0,34,0
West Virginia,331,331,1899,240,491,0,0,750,1,0,1,750,0,75,259
West Virginia,147,147,2659,255,717,0,0,0,4,0,4,0,0,98,1284
West Virginia,209,113,1829,240,273,0,0,858,1,0,1,0,0,85,489
West Virginia,130,130,2277,240,309,0,0,1849,3,0,3,0,0,111,1586
West Virginia,256,256,2256,240,558,0,0,0,2,0,2,0,0,53,155
West Virginia,168,168,2354,240,664,0,0,214,3,0,3,0,0,111,1231
West Virginia,742,742,1955,88,902,0,0,750,1,0,1,750,0,75,0
West Virginia,0,0,1862,160,160,0,0,593,1,0,1,0,0,59,433
West Virginia,0,462,1955,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,1828,160,160,0,0,1145,1,0,1,0,0,114,985
West Virginia,682,682,1955,168,842,0,0,770,1,0,1,278,0,77,0
West Virginia,0,0,1843,160,329,0,0,0,1,0,1,0,0,84,516
West Virginia,462,26,1828,186,186,0,0,1033,1,0,1,0,0,103,848
West Virginia,188,88,1828,240,313,0,0,973,1,0,1,0,0,97,561
West Virginia,557,557,1944,240,717,0,0,770,1,0,1,4,0,77,53
West Virginia,134,94,1828,240,254,0,0,897,1,0,1,0,0,89,603
West Virginia,233,233,2533,240,393,0,0,790,3,0,3,62,0,46,397
West Virginia,652,652,1955,198,812,0,0,770,1,0,1,192,0,77,0
West Virginia,344,345,1890,240,505,0,0,807,1,0,1,0,0,80,303
West Virginia,286,286,1828,240,711,0,0,0,1,0,1,0,0,132,615
West Virginia,442,442,2290,0,602,0,0,200,2,0,2,0,0,15,0
West Virginia,462,0,2057,160,160,0,0,1243,2,0,2,0,0,92,1083
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,167,167,1864,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,0,0,1955,134,160,0,0,134,1,0,1,0,0,13,0
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,182,167,2199,240,327,0,0,750,2,0,2,750,0,55,408
West Virginia,194,194,1866,240,354,0,0,770,1,0,1,78,0,77,416
West Virginia,402,402,1955,0,632,0,0,0,1,0,1,0,0,35,0
West Virginia,317,317,1897,240,477,0,0,750,1,0,1,750,0,75,273
West Virginia,500,462,1955,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,229,227,2566,240,387,0,0,630,3,0,3,0,0,37,241
West Virginia,0,0,2290,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,462,462,1955,0,652,0,0,0,1,0,1,0,0,15,0
West Virginia,662,535,1955,0,695,0,0,0,1,0,1,0,0,0,0
West Virginia,0,462,2290,0,622,0,0,0,2,0,2,0,0,0,0
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,1955,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2238,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,345,345,2134,129,691,0,0,0,2,0,2,0,0,43,0
West Virginia,351,395,2621,240,803,0,0,0,1,0,1,0,0,124,439
West Virginia,257,257,2528,240,417,0,0,750,1,0,1,750,0,75,333
West Virginia,0,0,2134,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,309,275,2751,240,435,0,0,1160,1,0,1,0,0,115,691
West Virginia,0,0,3111,160,160,0,0,1822,2,0,2,0,0,135,1662
West Virginia,152,152,2647,240,312,0,0,781,1,0,1,0,0,78,470
West Virginia,962,535,2134,0,695,0,0,0,2,0,2,0,0,0,0
West Virginia,267,117,2737,240,277,0,0,850,1,0,1,0,0,85,423
West Virginia,157,157,2632,240,317,0,0,770,1,0,1,499,0,77,453
West Virginia,462,462,2238,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,0,0,2134,0,160,0,0,0,2,0,2,0,0,0,0
West Virginia,0,0,2256,160,160,0,0,298,2,0,2,0,0,22,137
West Virginia,498,498,2134,0,658,154,0,154,2,1,2,0,0,11,0
West Virginia,174,174,2618,240,334,0,0,770,1,0,1,20,0,77,436
West Virginia,467,467,2345,240,627,0,0,750,1,0,1,750,1,75,123
West Virginia,172,0,2751,160,160,0,0,1140,1,0,1,0,0,113,808
West Virginia,227,227,2554,240,387,0,0,750,1,0,1,750,0,75,363
West Virginia,0,0,2751,160,386,0,0,116,1,0,1,116,0,124,862
West Virginia,0,0,2053,0,160,0,0,0,3,0,3,0,0,0,0
West Virginia,135,136,2471,255,306,0,0,823,4,0,4,750,0,40,518
West Virginia,169,171,2598,240,383,0,0,795,1,0,1,0,0,79,412
West Virginia,0,0,2238,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,182,167,2502,240,327,0,0,750,2,0,2,750,0,55,408
West Virginia,0,0,3640,199,710,0,0,0,5,0,5,0,0,107,1847
West Virginia,535,535,2231,170,941,0,0,0,4,0,4,0,0,58,241
West Virginia,605,605,2134,225,765,0,0,750,2,0,2,750,0,55,0
West Virginia,74,74,2238,0,234,0,0,0,1,0,1,0,0,0,0
West Virginia,184,167,2606,240,327,0,0,750,1,0,1,750,0,75,406
West Virginia,396,396,2751,240,655,0,0,1842,1,0,1,0,0,183,1187
West Virginia,787,787,2238,103,947,0,0,810,1,0,1,750,0,81,0
West Virginia,0,0,2238,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,249,249,2395,240,409,0,0,586,1,0,1,0,1,58,177
West Virginia,0,0,3091,160,392,0,0,331,2,0,2,0,0,110,1100
West Virginia,0,0,1947,220,228,0,0,220,6,0,6,0,0,8,60
West Virginia,491,462,2238,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,462,462,2134,0,622,0,0,0,2,0,2,0,0,0,0
West Virginia,356,357,2958,240,882,0,0,0,2,0,2,0,0,135,944
West Virginia,558,558,2371,240,718,0,0,869,1,0,1,0,0,86,152
West Virginia,535,535,2031,0,838,0,0,0,5,0,5,0,0,22,0
West Virginia,380,380,2053,124,540,0,0,424,3,0,3,0,0,25,0
West Virginia,0,0,2751,160,160,0,0,1146,1,0,1,0,0,114,986
West Virginia,547,535,2053,21,817,0,0,0,3,0,3,0,0,36,0
West Virginia,0,0,2238,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,178,0,3506,160,617,0,0,0,3,0,3,0,0,134,1490
West Virginia,0,0,2238,0,160,0,0,0,1,0,1,0,0,0,0
West Virginia,58,58,3544,228,228,0,0,1979,4,0,4,1487,0,97,1751
West Virginia,446,446,2470,240,606,0,0,992,2,0,2,0,0,73,386
West Virginia,32,462,1914,0,690,0,0,0,9,0,9,0,0,0,0
West Virginia,657,617,2238,233,777,0,0,770,1,0,1,93,0,77,0
West Virginia,309,309,2485,240,469,0,0,750,1,0,1,750,0,75,281
West Virginia,167,167,2606,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,167,167,2606,240,327,0,0,750,1,0,1,750,0,75,423
West Virginia,0,0,2053,0,160,0,0,0,3,0,3,0,0,0,0
West Virginia,462,462,2238,0,622,0,0,0,1,0,1,0,0,0,0
West Virginia,419,419,2523,240,835,0,0,0,2,0,2,0,0,95,446
West Virginia,0,0,2751,160,160,0,0,770,1,0,1,490,0,77,610
West Virginia,472,472,2342,240,632,0,0,750,1,0,1,750,0,75,118
West Virginia,217,217,2751,240,377,0,0,1174,1,0,1,0,0,117,797
West Virginia,0,0,3111,160,700,0,0,1847,2,0,2,750,0,136,1147
West Virginia,0,0,2327,199,199,0,0,538,5,0,5,0,0,22,339
West Virginia,500,459,2192,240,721,0,0,276,2,0,2,0,0,58,60
West Virginia,320,320,2714,240,480,0,0,1145,2,0,2,398,0,85,701
West Virginia,0,0,2337,160,258,0,0,0,2,0,2,0,0,36,229
West Virginia,0,0,2665,160,160,0,0,770,2,0,2,458,0,57,606
Virgin Islands,0,46,632,0,187,0,0,0,3,0,3,0,0,0,0
Virgin Islands,0,0,425,141,141,0,0,1294,1,0,1,0,0,129,1153
